INSERT;{"name":"noah","dpi":"7007651463911","datebirth":"1962-04-27T23:58:00.915Z","address":"miami beach","companies":["Shields, Ortiz and Schroeder","Ferry, Haag and Watsica","Kshlerin and Sons","Buckridge, Baumbach and Schuster","Wisozk, Bartell and Hand","Boehm   Spencer","Ferry and Sons","Swaniawski, Ullrich and Hilpert","Gutmann   Daugherty","Gaylord and Sons","Heathcote LLC","Rodriguez, Greenholt and Kertzmann","Williamson, Stoltenberg and Abbott","Wisozk, Bartell and Hand","Champlin Inc","Olson   Bergstrom","Olson   Bergstrom","Erdman Group"],"recluiter":"Oscar Bernier Sr."}
INSERT;{"name":"jovani","dpi":"1289361962257","datebirth":"1977-10-17T19:54:30.928Z","address":"duluth","companies":["West   Schaden","Swaniawski, Ullrich and Hilpert","West   Schaden","Boehm   Spencer","Turner, Stark and Schultz","Goyette Inc","Gaylord and Sons","Hane and Sons","Littel   Dickinson","Gleichner Inc","Anderson   Green","Rippin   Funk","Dicki, McCullough and Wisoky","Wolf   Schinner","Wisozk, Bartell and Hand","Turner, Stark and Schultz","Ebert   Runte","Gaylord and Sons","Waters   Abernathy","Hickle LLC","Swaniawski, Ullrich and Hilpert","Olson   Bergstrom","Olson   Bergstrom","Wisozk, Bartell and Hand","Buckridge, Baumbach and Schuster","Gleichner Inc","West   Schaden","Lubowitz Group","Goyette Inc","Keeling   Aufderhar","Ferry, Haag and Watsica","Gleichner and Sons","Champlin Inc","Lubowitz Group","Champlin Inc","Gleichner Inc","Harvey, Hayes and DuBuque"],"recluiter":"Gene Fritsch"}
INSERT;{"name":"roselyn","dpi":"4407352736124","datebirth":"1976-06-13T00:03:24.688Z","address":"pearland","companies":["Daugherty Inc","Green Inc","Rippin   Funk","Dicki, McCullough and Wisoky","Hane and Sons"],"recluiter":"Gene Fritsch"}
INSERT;{"name":"owen","dpi":"9054951941414","datebirth":"1982-05-12T11:26:24.604Z","address":"barnstable town","companies":["Hickle   Schumm","Bernier Group","Anderson   Green","Swaniawski, Ullrich and Hilpert","Hane and Sons","Keeling   Aufderhar","Upton, Lind and Auer","Simonis   Koepp","Harvey, Hayes and DuBuque","West   Schaden","Kshlerin and Sons","Rippin   Funk","Ferry and Sons","Erdman Group","Hickle LLC","Gutmann   Daugherty","Gleichner and Sons","Swaniawski, Ullrich and Hilpert","Lubowitz Group","Dooley   Smith","Champlin Inc","Anderson   Green","Ferry and Sons","Daugherty Inc","Ebert   Runte","Rodriguez, Greenholt and Kertzmann","Turner, Stark and Schultz","Gutmann   Daugherty","Goyette Inc","Erdman Group","Williamson, Stoltenberg and Abbott","Dooley   Smith","Goyette Inc","Crooks, Goyette and Crist","Harvey, Hayes and DuBuque","Breitenberg   Kovacek","Olson   Bergstrom","Ferry and Sons","Crooks, Goyette and Crist"],"recluiter":"Teri Ward"}
INSERT;{"name":"kaci","dpi":"6789822289548","datebirth":"2002-09-29T00:25:18.823Z","address":"kendall","companies":["Ruecker, O'Hara and Senger","Ferry, Haag and Watsica","Swaniawski, Ullrich and Hilpert","Ebert   Runte","Ebert   Runte","Wisozk, Bartell and Hand","Boehm   Spencer","Goyette Inc","Franey   MacGyver","Gutmann   Daugherty","Crooks, Goyette and Crist","Lockman   Strosin","Ruecker, O'Hara and Senger","Pfannerstill, Durgan and Romaguera","Dicki, McCullough and Wisoky","Rodriguez, Greenholt and Kertzmann"],"recluiter":"Franklin Fritsch"}
INSERT;{"name":"isaias","dpi":"4803234239294","datebirth":"1977-07-16T17:44:13.628Z","address":"san diego","companies":["Pfannerstill, Durgan and Romaguera","Keeling   Aufderhar","Lubowitz Group","Wuckert, Dickinson and Schimmel","Simonis   Koepp","Harvey, Hayes and DuBuque","Breitenberg   Kovacek","Crooks, Goyette and Crist","Lubowitz Group","Crooks, Goyette and Crist","Gleason LLC","Bernier Group","Williamson, Stoltenberg and Abbott","Simonis   Koepp","Crooks, Goyette and Crist","Harvey, Hayes and DuBuque","Ebert   Runte","Dooley   Smith","Anderson   Green","Lockman   Strosin","Buckridge, Baumbach and Schuster","Wisozk, Bartell and Hand","Simonis   Koepp"],"recluiter":"Gene Fritsch"}
INSERT;{"name":"wellington","dpi":"9843537392080","datebirth":"1984-10-04T16:26:21.795Z","address":"lewisville","companies":["Ruecker, O'Hara and Senger","Dooley   Smith","Ferry and Sons","Lockman   Strosin","Swaniawski, Ullrich and Hilpert","Wuckert, Dickinson and Schimmel","Littel   Dickinson","Harvey, Hayes and DuBuque","Heathcote LLC","Heathcote LLC","Turner, Stark and Schultz","Wisozk, Bartell and Hand","Erdman Group","Goyette Inc","Goyette Inc","Ruecker, O'Hara and Senger","Boehm   Spencer","Shields, Ortiz and Schroeder","Boehm   Spencer","Gaylord and Sons","Green Inc","Breitenberg   Kovacek","Buckridge, Baumbach and Schuster","Green Inc","Goyette Inc","Erdman Group","Simonis   Koepp","Rodriguez, Greenholt and Kertzmann","Gleason LLC","Anderson   Green","Kshlerin and Sons","Wisozk, Bartell and Hand","Lubowitz Group","Green Inc","Ferry, Haag and Watsica","Gaylord and Sons","Harvey, Hayes and DuBuque","Keeling   Aufderhar","Goyette Inc"],"recluiter":"Owen Corwin"}
INSERT;{"name":"buddy","dpi":"1338466456656","datebirth":"1970-04-05T05:29:40.682Z","address":"severn","companies":["Green Inc","Shields, Ortiz and Schroeder","Wisozk, Bartell and Hand","Daugherty Inc","Simonis   Koepp","Keeling   Aufderhar","Olson   Bergstrom","Gaylord and Sons","Daugherty Inc","Olson   Bergstrom","Gleichner and Sons"],"recluiter":"Franklin Fritsch"}
INSERT;{"name":"sedrick","dpi":"7414247645126","datebirth":"1986-06-27T09:15:19.251Z","address":"edmond","companies":["Olson   Bergstrom","West   Schaden","Hickle   Schumm","Simonis   Koepp","Gaylord and Sons","Gleichner Inc","Thiel, Gleichner and O'Kon","Ruecker, O'Hara and Senger","Goyette Inc","West   Schaden","Hane and Sons","Lockman   Strosin","Lubowitz Group","Ferry, Haag and Watsica","Littel   Dickinson","Hickle   Schumm","Daugherty Inc","Dicki, McCullough and Wisoky","Thiel, Gleichner and O'Kon","Anderson   Green","Ruecker, O'Hara and Senger","Metz   Baumbach","Goyette Inc","Shields, Ortiz and Schroeder","Olson   Bergstrom","Hickle   Schumm","Champlin Inc","Simonis   Koepp","Upton, Lind and Auer","Bernier Group","Buckridge, Baumbach and Schuster"],"recluiter":"Teri Ward"}
INSERT;{"name":"jarvis","dpi":"8409956575769","datebirth":"1996-04-19T05:59:52.710Z","address":"bend","companies":["Crooks, Goyette and Crist","Erdman Group","Hickle LLC","Boehm   Spencer","Buckridge, Baumbach and Schuster","Simonis   Koepp","Williamson, Stoltenberg and Abbott","Williamson, Stoltenberg and Abbott","Dicki, McCullough and Wisoky","Hane and Sons","Harvey, Hayes and DuBuque","Wolf   Schinner","Hickle LLC","Gleichner Inc","Harvey, Hayes and DuBuque","Gleichner Inc","Harvey, Hayes and DuBuque","Littel   Dickinson","Crooks, Goyette and Crist","Dooley   Smith","Wisozk, Bartell and Hand","Gutmann   Daugherty","Crooks, Goyette and Crist","Crooks, Goyette and Crist","Ruecker, O'Hara and Senger","Hickle LLC","Upton, Lind and Auer","Breitenberg   Kovacek","Turner, Stark and Schultz","Hickle   Schumm","Simonis   Koepp","Dooley   Smith","Turner, Stark and Schultz","Ruecker, O'Hara and Senger","Pfannerstill, Durgan and Romaguera","Daugherty Inc","Gleason LLC","Waters   Abernathy","Turner, Stark and Schultz","Pfannerstill, Durgan and Romaguera","Keeling   Aufderhar","Hickle   Schumm","Littel   Dickinson","Crooks, Goyette and Crist","Breitenberg   Kovacek","Erdman Group","Ferry, Haag and Watsica","Littel   Dickinson","Williamson, Stoltenberg and Abbott"],"recluiter":"Stephen Greenholt"}
